Day,Month,Year,DomWater,MakeUpWater,LoopWater,TowerWater,Remainder
26,10,2004,130241,3150,270,0,126821
27,10,2004,161189,2880,450,0,157859
28,10,2004,159306,2810,530,0,155966
29,10,2004,139723,2700,630,0,136393
30,10,2004,136258,3230,570,0,132458
31,10,2004,92573,3240,630,0,88703
1,11,2004,191742,3210,650,0,187882
2,11,2004,100158,3270,690,0,96198
3,11,2004,168774,4430,860,0,163484
4,11,2004,150886,4100,1000,0,145786
5,11,2004,91470,3910,760,0,86800
6,11,2004,177253,3500,100,0,173653
7,11,2004,93704,3920,80,0,89704
8,11,2004,186322,4330,110,0,181882
9,11,2004,134077,2870,90,0,131117
10,11,2004,145072,2560,100,0,142412
11,11,2004,131373,4890,90,0,126393
12,11,2004,134800,3870,80,0,130850
13,11,2004,142474,3780,60,0,138634
14,11,2004,130263,3580,120,0,126563
15,11,2004,141188,3830,90,0,137268
16,11,2004,143483,2480,80,0,140923
17,11,2004,156329,2110,50,0,154169
18,11,2004,102951,2300,80,0,100571
19,11,2004,150220,2570,90,0,147560
20,11,2004,109130,2770,100,0,106260
21,11,2004,119574,3090,140,0,116344
22,11,2004,120960,3590,110,0,117260
23,11,2004,134567,3960,60,0,130547
24,11,2004,3066,3240,0,0,-174
25,11,2004,13218,3030,10,0,10178
26,11,2004,48104,3460,0,0,44644
27,11,2004,31027,4600,0,0,26427
28,11,2004,23956,3040,0,0,20916
29,11,2004,23879,3730,0,0,20149
30,11,2004,84696,4010,10,0,80676
1,12,2004,4134,3560,0,0,574
2,12,2004,24502,5200,0,0,19302
3,12,2004,32582,3840,50,0,28692
4,12,2004,67960,2960,30,0,64970
5,12,2004,10542,3230,20,0,7292
6,12,2004,14216,2910,20,0,11286
7,12,2004,86004,3110,10,0,82884
8,12,2004,70135,2470,10,0,67655
9,12,2004,134610,2520,30,0,132060
10,12,2004,20510,2580,20,0,17910
11,12,2004,33986,2610,10,0,31366
12,12,2004,42174,3020,0,0,39154
13,12,2004,0,4720,550,0,-5270
14,12,2004,38852,5120,10,0,33722
15,12,2004,35015,4300,0,0,30715
16,12,2004,21064,3250,10,0,17804
17,12,2004,21064,3250,10,0,17804
18,12,2004,9154,4310,0,0,4844
19,12,2004,43633,5090,10,0,38533
20,12,2004,7331,4250,5,0,3076
21,12,2004,22129,6640,10,0,15479
22,12,2004,22129,6640,10,0,15479
23,12,2004,25457,5650,0,0,19807
24,12,2004,48173,5210,10,0,42953
25,12,2004,9061,4640,10,0,4411
26,12,2004,11643,5350,0,0,6293
27,12,2004,43357,4360,10,0,38987
28,12,2004,7284,2850,220,0,4214
29,12,2004,8508,2890,10,0,5608
30,12,2004,47400,2290,20,0,45090
31,12,2004,8238,2670,10,0,5558
1,1,2005,29687,2700,10,0,26977
2,1,2005,95521,3330,20,0,92171
3,1,2005,123425,3820,30,0,119575
4,1,2005,137876,3740,20,0,134116
5,1,2005,114464,4020,20,0,110424
6,1,2005,147053,4000,20,0,143033
7,1,2005,130938,3320,30,0,127588
8,1,2005,107959,3230,10,0,104719
9,1,2005,102868,3770,20,0,99078
10,1,2005,171942,3360,20,0,168562
11,1,2005,108894,3340,30,0,105524
12,1,2005,137604,3610,20,0,133974
13,1,2005,131878,6380,20,0,125478
14,1,2005,141326,7070,20,0,134236
15,1,2005,123241,7630,10,0,115601
16,1,2005,102274,8150,40,0,94084
17,1,2005,145394,7260,20,0,138114
18,1,2005,165765,4720,20,0,161025
19,1,2005,123337,4000,30,0,119307
20,1,2005,124432,4460,30,0,119942
21,1,2005,129066,4860,20,0,124186
22,1,2005,122471,5010,30,0,117431
23,1,2005,132458,3700,30,0,128728
24,1,2005,112382,3690,30,0,108662
25,1,2005,136970,3430,20,0,133520
26,1,2005,137996,3540,30,0,134426
27,1,2005,137487,3510,40,0,133937
28,1,2005,145534,3030,20,0,142484
29,1,2005,130205,2860,20,0,127325
30,1,2005,165174,2830,10,0,162334
31,1,2005,137973,2940,30,0,135003
1,2,2005,138022,3010,30,0,134982
2,2,2005,137442,3110,30,0,134302
3,2,2005,130751,3010,610,0,127131
4,2,2005,141097,2520,540,0,138037
5,2,2005,124240,1990,40,0,122210
6,2,2005,78909,2770,50,0,76089
7,2,2005,120377,3710,120,0,116547
8,2,2005,134429,3800,20,0,130609
9,2,2005,131212,3830,10,0,127372
10,2,2005,121674,2930,0,0,118744
11,2,2005,139429,2580,10,0,136839
12,2,2005,139429,2580,10,0,136839
13,2,2005,133783,2280,0,0,131503
14,2,2005,137995,2320,10,0,135665
15,2,2005,137906,2880,30,0,134996
16,2,2005,137936,2990,10,0,134936
17,2,2005,137478,3230,10,0,134238
18,2,2005,137890,3650,10,0,134230
19,2,2005,137638,2940,0,0,134698
20,2,2005,137776,2280,10,0,135486
21,2,2005,138052,3350,10,0,134692
22,2,2005,137980,3220,10,0,134750
23,2,2005,138283,3770,10,0,134503
24,2,2005,137717,3750,10,0,133957
25,2,2005,137980,3220,10,0,134750
26,2,2005,123150,3030,0,0,120120
27,2,2005,73424,2560,10,0,70854
28,2,2005,143327,3470,10,0,139847
1,3,2005,142707,3430,0,0,139277
2,3,2005,137259,4070,10,0,133179
3,3,2005,133581,3400,10,0,130171
4,3,2005,136373,2750,0,0,133623
5,3,2005,112960,2610,10,0,110340
6,3,2005,102965,2250,20,0,100695
7,3,2005,156313,4320,10,0,151983
8,3,2005,135494,3480,0,0,132014
9,3,2005,136543,3470,10,0,133063
10,3,2005,136276,2860,0,0,133416
11,3,2005,139256,2940,110,0,136206
12,3,2005,130797,3630,20,0,127147
13,3,2005,97121,3630,0,0,93491
14,3,2005,85058,3630,140,0,81288
15,3,2005,78634,2930,80,0,75624
16,3,2005,28349,3870,50,0,24429
17,3,2005,29507,4370,70,0,25067
18,3,2005,61085,2800,60,0,58225
19,3,2005,8589,3040,60,0,5489
20,3,2005,28378,3060,80,0,25238
21,3,2005,29309,2770,120,0,26419
22,3,2005,64775,2620,110,0,62045
23,3,2005,5093,2680,120,0,2293
24,3,2005,52137,2400,110,0,49627
25,3,2005,45425,2850,110,0,42465
26,3,2005,11413,2500,110,0,8803
27,3,2005,58316,2600,150,0,55566
28,3,2005,97715,2750,700,0,94265
29,3,2005,155883,2300,1730,0,151853
30,3,2005,151639,2150,1310,0,148179
31,3,2005,159009,2850,750,0,155409
1,4,2005,120366,2580,60,0,117726
2,4,2005,120496,2400,30,0,118066
3,4,2005,127044,2170,20,0,124854
4,4,2005,131632,2590,20,0,129022
5,4,2005,173459,2290,0,0,171169
6,4,2005,127787,2270,0,0,125517
7,4,2005,138675,3410,0,0,135265
8,4,2005,149593,2850,0,0,146743
9,4,2005,142397,2330,0,0,140067
10,4,2005,124386,1990,0,0,122396
11,4,2005,154711,2440,0,0,152271
12,4,2005,127407,2490,0,0,124917
13,4,2005,162273,3270,0,0,159003
14,4,2005,141306,3020,20,0,138266
15,4,2005,204893,2310,30,0,202553
16,4,2005,137582,2690,0,0,134892
17,4,2005,132120,1620,40,0,130460
18,4,2005,140367,2200,120,0,138047
19,4,2005,138310,1930,0,0,136380
20,4,2005,165174,2190,0,0,162984
21,4,2005,143918,2270,0,0,141648
22,4,2005,168771,2750,0,0,166021
23,4,2005,131131,3530,0,0,127601
24,4,2005,137857,2920,20,0,134917
25,4,2005,150705,2810,0,0,147895
26,4,2005,129705,2720,0,0,126985
27,4,2005,153421,3190,0,0,150231
28,4,2005,132845,3400,0,0,129445
29,4,2005,126469,3210,0,0,123259
1,5,2005,94611,2600,20,0,91991
2,5,2005,128979,3550,40,0,125389
3,5,2005,141007,3440,20,0,137547
4,5,2005,148469,3080,130,0,145259
5,5,2005,113970,2340,120,0,111510
6,5,2005,159049,7050,0,0,151999
7,5,2005,114189,2100,0,0,112089
8,5,2005,135272,2340,10,0,132922
9,5,2005,139975,2520,0,0,137455
10,5,2005,163264,2680,0,0,160584
11,5,2005,140960,1970,0,0,138990
12,5,2005,101379,2780,0,0,98599
13,5,2005,120730,2480,0,0,118250
14,5,2005,105102,2440,0,0,102662
15,5,2005,136925,2550,40,0,134335
16,5,2005,137247,2250,60,0,134937
17,5,2005,137334,2120,60,0,135154
18,5,2005,151412,2070,0,0,149342
19,5,2005,153722,2080,100,0,151542
20,5,2005,137342,2080,0,0,135262
21,5,2005,146998,1940,0,0,145058
22,5,2005,241422,2250,0,0,239172
23,5,2005,166470,2100,10,0,164360
24,5,2005,146056,1820,60,0,144176
25,5,2005,145833,1840,0,0,143993
26,5,2005,161950,1910,0,0,160040
27,5,2005,125828,1800,0,0,124028
28,5,2005,114210,1680,0,0,112530
29,5,2005,133667,1750,0,0,131917
30,5,2005,144426,1840,90,0,142496
31,5,2005,221585,4480,30,0,217075
1,6,2005,120341,2280,40,0,118021
2,6,2005,169545,1620,50,0,167875
3,6,2005,148948,2250,50,0,146648
4,6,2005,172809,2020,0,0,170789
5,6,2005,146802,1790,0,0,145012
6,6,2005,136322,1830,70,0,134422
7,6,2005,94362,2930,320,0,91112
8,6,2005,118141,2810,60,0,115271
9,6,2005,123489,2170,0,0,121319
10,6,2005,77223,2050,330,0,74843
11,6,2005,137466,1930,0,0,135536
12,6,2005,36763,1880,0,0,34883
13,6,2005,59509,2160,0,0,57349
14,6,2005,70032,2080,0,0,67952
15,6,2005,71588,2100,0,0,69488
16,6,2005,91138,2140,0,0,88998
17,6,2005,105847,2240,0,0,103607
18,6,2005,123509,2150,0,0,121359
19,6,2005,123449,2080,0,0,121369
20,6,2005,61214,1990,0,0,59224
21,6,2005,91511,2320,0,0,89191
22,6,2005,106615,2220,0,0,104395
23,6,2005,65316,2250,0,0,63066
24,6,2005,87261,1990,0,0,85271
25,6,2005,43808,1900,0,0,41908
26,6,2005,52308,1920,0,0,50388
27,6,2005,59934,1840,0,0,58094
28,6,2005,115496,2080,0,0,113416
29,6,2005,185320,1860,0,0,183460
30,6,2005,54207,1880,0,0,52327
1,7,2005,65452,1700,0,0,63752
2,7,2005,25396,1870,0,0,23526
3,7,2005,60397,1920,0,0,58477
4,7,2005,45429,1870,0,0,43559
5,7,2005,99182,2900,0,0,96282
6,7,2005,30331,2680,0,0,27651
7,7,2005,56727,1950,0,0,54777
8,7,2005,62263,2210,0,0,60053
9,7,2005,93187,1710,0,0,91477
10,7,2005,62818,2000,0,0,60818
11,7,2005,97822,1910,0,0,95912
12,7,2005,117877,2040,0,0,115837
13,7,2005,67259,1830,10,0,65419
14,7,2005,101189,2060,70,0,99059
15,7,2005,100772,1910,0,0,98862
16,7,2005,73276,1720,0,0,71556
17,7,2005,78852,1860,0,0,76992
18,7,2005,80289,1920,0,0,78369
19,7,2005,84860,1890,0,0,82970
20,7,2005,115018,1830,0,0,113188
21,7,2005,112958,2170,0,0,110788
22,7,2005,61559,1780,0,0,59779
23,7,2005,91086,2180,0,0,88906
24,7,2005,41032,1640,0,0,39392
25,7,2005,91185,2020,0,0,89165
26,7,2005,26158,1900,0,0,24258
27,7,2005,83347,1910,0,0,81437
28,7,2005,41102,1640,0,0,39462
29,7,2005,41749,2060,0,0,39689
30,7,2005,39668,2020,0,0,37648
31,7,2005,52814,2440,0,0,50374
1,8,2005,75133,2700,0,0,72433
2,8,2005,112144,2580,0,0,109564
3,8,2005,78607,2450,0,0,76157
4,8,2005,69573,2590,0,0,66983
5,8,2005,75442,2770,0,0,72672
6,8,2005,52905,1520,0,0,51385
7,8,2005,21634,0,0,0,21634
8,8,2005,60827,650,0,0,60177
9,8,2005,51552,0,0,0,51552
10,8,2005,68903,3760,0,0,65143
11,8,2005,68703,2930,0,0,65773
12,8,2005,118588,2060,0,0,116528
13,8,2005,83157,2030,0,0,81127
14,8,2005,49555,2020,0,0,47535
15,8,2005,73216,1930,0,0,71286
16,8,2005,69425,1950,0,0,67475
17,8,2005,53213,2110,0,0,51103
18,8,2005,74991,2070,0,0,72921
19,8,2005,65095,2050,0,0,63045
20,8,2005,65763,2080,0,0,63683
21,8,2005,68831,2250,0,0,66581
22,8,2005,39253,2230,0,0,37023
23,8,2005,49805,1850,0,0,47955
24,8,2005,84670,2500,0,0,82170
25,8,2005,67163,1710,0,0,65453
26,8,2005,34465,2090,120,0,32255
27,8,2005,72251,2280,0,0,69971
28,8,2005,60199,1820,0,0,58379
29,8,2005,30802,2850,0,0,27952
30,8,2005,109840,2720,0,0,107120
31,8,2005,90083,1840,0,0,88243
1,9,2005,100649,2190,0,0,98459
2,9,2005,91798,2040,0,0,89758
3,9,2005,33381,2030,0,0,31351
4,9,2005,64532,1860,0,0,62672
5,9,2005,69035,1990,0,0,67045
6,9,2005,108679,2050,0,0,106629
7,9,2005,126703,1900,10,0,124793
8,9,2005,159812,2080,0,0,157732
9,9,2005,134359,1940,0,0,132419
10,9,2005,136945,2150,0,0,134795
11,9,2005,160943,1850,0,0,159093
12,9,2005,170007,2090,40,0,167877
13,9,2005,146566,2540,10,0,144016
14,9,2005,157034,2370,0,0,154664
15,9,2005,150075,2320,0,0,147755
16,9,2005,134171,2140,20,0,132011
17,9,2005,133840,2200,0,0,131640
18,9,2005,139209,2690,0,0,136519
19,9,2005,167051,1630,10,0,165411
20,9,2005,175364,2200,0,0,173164
21,9,2005,193167,2170,0,0,190997
22,9,2005,131431,2270,0,0,129161
23,9,2005,156824,2410,10,0,154404
24,9,2005,129584,2150,0,0,127434
25,9,2005,141229,2200,0,0,139029
26,9,2005,156343,2060,0,0,154283
27,9,2005,187072,2200,0,0,184872
28,9,2005,162842,5790,10,0,157042
29,9,2005,133865,3070,10,0,130785
30,9,2005,163385,2660,40,0,160685
1,10,2005,140601,2470,0,0,138131
2,10,2005,146851,2570,0,0,144281
3,10,2005,190744,2570,50,0,188124
4,10,2005,119659,2440,0,0,117219
5,10,2005,134861,2430,0,0,132431
6,10,2005,134358,3100,0,0,131258
7,10,2005,153606,2960,0,0,150646
8,10,2005,103839,3590,0,0,100249
9,10,2005,122888,3250,0,0,119638
10,10,2005,136201,2990,0,0,133211
11,10,2005,29387,2720,0,0,26667
12,10,2005,0,2660,10,0,-2670
13,10,2005,0,2830,0,0,-2830
14,10,2005,0,2970,10,0,-2980
15,10,2005,0,2910,0,0,-2910
16,10,2005,0,2630,0,0,-2630
17,10,2005,0,2750,0,0,-2750
18,10,2005,0,2750,0,0,-2750
19,10,2005,0,2630,0,0,-2630
20,10,2005,0,2470,0,0,-2470
21,10,2005,2043,3150,10,0,-1117
22,10,2005,0,3820,0,0,-3820
23,10,2005,0,3110,0,0,-3110
24,10,2005,0,3130,10,0,-3140
25,10,2005,0,3580,10,0,-3590
26,10,2005,0,3620,0,0,-3620
27,10,2005,0,3430,10,0,-3440
28,10,2005,0,3400,10,0,-3410
29,10,2005,0,3030,0,0,-3030
30,10,2005,0,3020,20,0,-3040
31,10,2005,0,3470,30,0,-3500
1,11,2005,0,3410,10,0,-3420
2,11,2005,0,3640,10,0,-3650
3,11,2005,0,3850,10,0,-3860
4,11,2005,0,3220,0,0,-3220
5,11,2005,0,3840,10,0,-3850
6,11,2005,0,3630,20,0,-3650
7,11,2005,0,3280,10,0,-3290
8,11,2005,0,3210,10,0,-3220
9,11,2005,0,4040,30,0,-4070
10,11,2005,41020,4400,40,0,36580
11,11,2005,132800,4070,20,0,128710
12,11,2005,102358,3360,0,0,98998
13,11,2005,111323,4310,20,0,106993
14,11,2005,132720,4380,20,0,128320
15,11,2005,131221,7010,0,0,124211
16,11,2005,129403,6200,10,0,123193
17,11,2005,131308,5930,10,0,125368
18,11,2005,124569,4420,10,0,120139
19,11,2005,95562,4450,10,0,91102
20,11,2005,111385,4410,10,0,106965
21,11,2005,112599,4280,4250,0,104069
22,11,2005,81478,3990,4150,0,73338
23,11,2005,13059,5120,0,0,7939
24,11,2005,25349,4720,0,0,20629
25,11,2005,9294,4450,120,0,4724
26,11,2005,32176,4940,0,0,27236
27,11,2005,21661,4030,10,0,17621
28,11,2005,31982,3670,0,0,28312
29,11,2005,59999,4710,0,0,55289
30,11,2005,21510,4930,10,0,16570
1,12,2005,21755,4620,0,0,17135
2,12,2005,43035,5070,0,0,37965
3,12,2005,38112,4450,0,0,33662
4,12,2005,22692,5530,0,0,17162
5,12,2005,91431,5690,10,0,85731
6,12,2005,30579,6300,70,0,24209
7,12,2005,50377,6110,20,0,44247
8,12,2005,62788,5120,0,0,57668
9,12,2005,5981,4530,10,0,1441
10,12,2005,33004,4390,0,0,28614
11,12,2005,17293,4400,10,0,12883
12,12,2005,76434,3610,0,0,72824
13,12,2005,4675,3610,10,0,1055
14,12,2005,31241,4060,0,0,27181
15,12,2005,22829,4940,10,0,17879
16,12,2005,29836,5380,20,0,24436
17,12,2005,57628,6660,10,0,50958
18,12,2005,24644,6920,10,0,17714
19,12,2005,36443,7670,10,0,28763
20,12,2005,48052,7200,0,0,40852
21,12,2005,21527,7470,0,0,14057
22,12,2005,52192,5880,10,0,46302
23,12,2005,24279,5360,0,0,18919
24,12,2005,34440,4680,0,0,29760
25,12,2005,17790,5030,10,0,12750
26,12,2005,34920,5410,0,0,29510
27,12,2005,10018,5400,0,0,4618
28,12,2005,33760,6050,10,0,27700
29,12,2005,56558,5450,0,0,51108
30,12,2005,11830,5300,0,0,6530
31,12,2005,19042,5400,10,0,13632
1,1,2006,37948,5050,0,0,32898
2,1,2006,69175,7070,0,0,62105
3,1,2006,107528,6380,10,0,101138
4,1,2006,135986,6240,0,0,129746
5,1,2006,170650,6480,10,0,164160
6,1,2006,139295,6130,0,0,133165
7,1,2006,106183,5830,0,0,100353
8,1,2006,122000,6000,0,0,116000
9,1,2006,145730,6500,10,0,139220
10,1,2006,113783,6280,0,0,107503
11,1,2006,152406,5600,0,0,146806
12,1,2006,159471,5350,0,0,154121
13,1,2006,107960,6080,10,0,101870
14,1,2006,121702,6216,0,0,115486
15,1,2006,108023,5260,10,0,102753
16,1,2006,158768,6560,0,0,152208
17,1,2006,111656,6600,10,0,105046
18,1,2006,139805,6780,0,0,133025
19,1,2006,149273,7640,10,0,141623
20,1,2006,130918,6680,10,0,124228
21,1,2006,133363,6130,0,0,127233
22,1,2006,117311,6410,10,0,110891
23,1,2006,175944,6700,10,0,169234
24,1,2006,200638,5900,0,0,194738
25,1,2006,175912,7500,10,0,168402
26,1,2006,124538,5170,10,0,119358
27,1,2006,131391,5240,10,0,126141
28,1,2006,114334,5150,10,0,109174
29,1,2006,131477,6020,0,0,125457
30,1,2006,130977,6510,20,0,124447
31,1,2006,136625,6730,10,0,129885
1,2,2006,131830,6560,10,0,125260
2,2,2006,131691,6100,20,0,125571
3,2,2006,132046,6940,0,0,125106
4,2,2006,127489,8000,10,0,119479
5,2,2006,103079,9710,20,0,93349
6,2,2006,151566,6040,10,0,145516
7,2,2006,134123,7710,10,0,126403
8,2,2006,117490,7090,10,0,110390
9,2,2006,144575,6780,20,0,137775
10,2,2006,134615,6460,10,0,128145
11,2,2006,126729,6060,10,0,120659
12,2,2006,128323,6760,0,0,121563
13,2,2006,140014,6800,30,0,133184
14,2,2006,121944,5720,0,0,116224
15,2,2006,145259,5840,30,0,139389
16,2,2006,134103,7300,20,0,126783
17,2,2006,139116,10640,10,0,128466
18,2,2006,138563,10130,10,0,128423
19,2,2006,98426,7830,0,0,90596
20,2,2006,156272,6930,10,0,149332
21,2,2006,121273,5960,10,0,115303
22,2,2006,135877,5990,0,0,129887
23,2,2006,143687,6960,10,0,136717
24,2,2006,130032,6260,0,0,123772
25,2,2006,111489,6860,20,0,104609
26,2,2006,126928,6450,0,0,120478
27,2,2006,152572,7840,10,0,144722
28,2,2006,148815,7120,0,0,141695
1,3,2006,145608,7360,10,0,138238
2,3,2006,115813,6030,10,0,109773
3,3,2006,128074,7970,0,0,120104
4,3,2006,121913,5780,10,0,116123
5,3,2006,146189,5180,0,0,141009
6,3,2006,119983,7190,20,0,112773
7,3,2006,137310,6710,0,0,130600
8,3,2006,150668,4800,10,0,145858
9,3,2006,124206,4560,10,0,119636
10,3,2006,114235,4540,40,0,109655
11,3,2006,127915,4420,0,0,123495
12,3,2006,111552,6280,0,0,105272
13,3,2006,122620,7930,10,0,114680
14,3,2006,132192,7350,0,0,124842
15,3,2006,112885,6830,10,0,106045
16,3,2006,162238,6220,0,0,156018
17,3,2006,78371,5270,10,0,73091
18,3,2006,78403,4510,10,0,73883
19,3,2006,54329,4020,0,0,50309
20,3,2006,74323,4500,10,0,69813
21,3,2006,74505,5080,10,0,69415
22,3,2006,40461,5190,10,0,35261
23,3,2006,35408,4720,10,0,30678
24,3,2006,54179,4830,10,0,49339
25,3,2006,57095,4720,20,0,52355
26,3,2006,99869,5190,10,0,94669
27,3,2006,110736,5470,10,0,105256
28,3,2006,145502,4730,50,0,140722
29,3,2006,110038,4400,30,0,105608
30,3,2006,137299,2940,30,0,134329
31,3,2006,131609,3320,10,0,128279
1,4,2006,66900,4510,20,0,62370
2,4,2006,101011,5140,10,0,95861
3,4,2006,151259,5550,20,0,145689
4,4,2006,107718,5460,30,0,102228
5,4,2006,151882,5260,20,0,146602
6,4,2006,149459,6980,1180,0,141299
7,4,2006,140617,5920,400,0,134297
8,4,2006,92003,4840,20,0,87143
9,4,2006,124464,4200,30,0,120234
10,4,2006,157031,4330,980,0,151721
11,4,2006,155762,2600,10,0,153152
12,4,2006,156393,3640,10,0,152743
13,4,2006,156882,5900,30,0,150952
14,4,2006,155616,4120,10,0,151486
15,4,2006,11385,4050,0,0,7335
16,4,2006,113436,3120,0,0,110316
17,4,2006,150985,3980,0,0,147005
18,4,2006,147264,4030,10,0,143224
19,4,2006,146305,3890,10,0,142405
20,4,2006,147904,4590,0,0,143314
21,4,2006,121725,4130,20,0,117575
22,4,2006,139588,3780,10,0,135798
23,4,2006,125231,3670,10,0,121551
24,4,2006,167876,4290,0,0,163586
25,4,2006,140255,7550,10,0,132695
26,4,2006,152422,3990,10,0,148422
27,4,2006,132048,3750,30,0,128268
28,4,2006,130869,3000,20,0,127849
29,4,2006,101617,3550,30,0,98037
30,4,2006,99276,2430,30,0,96816
1,5,2006,126708,3510,0,0,123198
2,5,2006,123802,3520,20,0,120262
3,5,2006,141264,3090,0,0,138174
4,5,2006,140729,3340,10,0,137379
5,5,2006,128675,4800,30,0,123845
6,5,2006,152090,3700,40,0,148350
7,5,2006,119737,2980,50,0,116707
8,5,2006,135947,3260,20,0,132667
9,5,2006,154074,3710,20,0,150344
10,5,2006,169187,3890,10,0,165287
11,5,2006,120322,6040,0,0,114282
12,5,2006,121225,6760,10,0,114455
13,5,2006,148697,5800,10,0,142887
14,5,2006,114023,4910,0,0,109113
15,5,2006,131117,3850,0,0,127267
16,5,2006,156747,3570,0,0,153177
17,5,2006,119238,3680,10,0,115548
18,5,2006,137857,3820,40,0,133997
19,5,2006,160017,3700,10,0,156307
20,5,2006,136734,3160,0,0,133574
21,5,2006,128040,3830,0,0,124210
22,5,2006,146255,4370,0,0,141885
23,5,2006,148307,3710,40,0,144557
24,5,2006,171481,4150,30,0,167301
25,5,2006,162542,3750,0,0,158792
26,5,2006,140494,6130,0,0,134364
27,5,2006,155732,6380,0,0,149352
28,5,2006,169912,6700,0,0,163212
29,5,2006,172481,4320,10,0,168151
30,5,2006,164337,3900,0,0,160437
31,5,2006,178308,4060,380,0,173868
1,6,2006,150158,2770,0,0,147388
2,6,2006,149487,2820,10,0,146657
3,6,2006,154426,3560,0,0,150866
4,6,2006,132947,3540,0,0,129407
5,6,2006,156917,2810,0,0,154107
6,6,2006,132829,2610,10,0,130209
7,6,2006,99267,3230,30,0,96007
8,6,2006,113346,2540,0,0,110806
9,6,2006,88620,2670,0,0,85950
10,6,2006,116703,2720,0,0,113983
11,6,2006,7022,2890,0,0,4132
12,6,2006,41710,2730,0,0,38980
13,6,2006,48626,2890,0,0,45736
14,6,2006,52489,2540,0,0,49949
15,6,2006,92588,2190,0,0,90398
16,6,2006,137043,2430,0,0,134613
17,6,2006,153206,2090,0,0,151116
18,6,2006,105483,2340,0,0,103143
19,6,2006,63528,2210,0,0,61318
20,6,2006,57594,2370,0,0,55224
21,6,2006,109657,2410,20,0,107227
22,6,2006,129016,2270,0,0,126746
23,6,2006,71054,2650,70,0,68334
24,6,2006,76055,2740,0,0,73315
25,6,2006,33397,1980,0,0,31417
26,6,2006,102948,2130,0,0,100818
27,6,2006,43974,2130,0,0,41844
28,6,2006,59045,2160,0,0,56885
29,6,2006,95090,2120,0,0,92970
30,6,2006,76908,2080,0,0,74828
1,7,2006,58334,2560,0,0,55774
2,7,2006,48505,2620,0,0,45885
3,7,2006,71692,2490,0,0,69202
4,7,2006,53929,2550,0,0,51379
5,7,2006,102822,2940,0,0,99882
6,7,2006,69483,2350,10,0,67123
7,7,2006,91938,1890,0,0,90048
8,7,2006,46932,1800,0,0,45132
9,7,2006,54324,1750,0,0,52574
10,7,2006,102378,1760,0,0,100618
11,7,2006,99869,1850,0,0,98019
12,7,2006,109225,1770,0,0,107455
13,7,2006,118300,2160,650,0,115490
14,7,2006,136334,1900,0,0,134434
15,7,2006,83882,1540,0,0,82342
16,7,2006,56668,1400,0,0,55268
17,7,2006,156314,1600,20,0,154694
18,7,2006,116675,1480,0,0,115195
19,7,2006,118964,1850,0,0,117114
20,7,2006,82428,1880,0,0,80548
21,7,2006,84850,1500,0,0,83350
22,7,2006,63655,1570,0,0,62085
23,7,2006,56439,1520,0,0,54919
24,7,2006,147420,1550,10,0,145860
25,7,2006,103168,1430,0,0,101738
26,7,2006,94183,1420,0,0,92763
27,7,2006,150118,1560,0,0,148558
28,7,2006,155736,1460,30,0,154246
29,7,2006,57236,1620,0,0,55616
30,7,2006,111593,1610,0,0,109983
31,7,2006,168202,1880,10,0,166312
1,8,2006,97508,2470,0,0,95038
2,8,2006,55637,1840,0,0,53797
3,8,2006,79544,1840,0,0,77704
4,8,2006,76689,1330,0,0,75359
5,8,2006,30152,0,0,0,30152
6,8,2006,102773,0,0,0,102773
7,8,2006,31730,0,0,0,31730
8,8,2006,58606,0,0,0,58606
9,8,2006,66722,0,0,0,66722
10,8,2006,63085,0,20,0,63065
11,8,2006,92299,7910,0,0,84389
12,8,2006,61519,2040,0,0,59479
13,8,2006,44886,3390,0,0,41496
14,8,2006,51950,3270,40,0,48640
15,8,2006,59175,1960,0,0,57215
16,8,2006,60771,1540,10,0,59221
17,8,2006,59918,1500,0,0,58418
18,8,2006,83943,1580,10,0,82353
19,8,2006,64759,1650,0,0,63109
20,8,2006,67155,1520,0,0,65635
21,8,2006,80730,1850,10,0,78870
22,8,2006,68746,1620,0,0,67126
23,8,2006,47030,1500,0,0,45530
24,8,2006,56250,1510,100,0,54640
25,8,2006,71453,1820,0,0,69633
26,8,2006,62394,1600,0,0,60794
27,8,2006,64854,1770,0,0,63084
28,8,2006,42483,1780,0,0,40703
29,8,2006,99794,1700,0,0,98094
30,8,2006,41785,1770,0,0,40015
31,8,2006,107445,2290,0,0,105155
1,9,2006,64175,3240,10,0,60925
2,9,2006,50782,2150,0,0,48632
3,9,2006,67860,1810,0,0,66050
4,9,2006,47507,1660,0,0,45847
5,9,2006,103146,1930,0,0,101216
6,9,2006,125790,1980,0,0,123810
7,9,2006,129493,1840,0,0,127653
8,9,2006,74886,1590,0,0,73296
9,9,2006,121581,2430,0,0,119151
10,9,2006,110220,1630,0,0,108590
11,9,2006,118724,2230,0,0,116494
12,9,2006,163273,2220,0,0,161053
13,9,2006,136114,2270,0,0,133844
14,9,2006,135029,2200,0,0,132829
15,9,2006,133396,1950,20,0,131426
16,9,2006,145959,2180,0,0,143779
17,9,2006,141601,1990,0,0,139611
18,9,2006,110677,3960,0,0,106717
19,9,2006,132381,5130,0,0,127251
20,9,2006,145546,2470,0,0,143076
21,9,2006,124611,4420,0,0,120191
22,9,2006,129461,2350,0,0,127111
23,9,2006,137711,2290,0,0,135421
24,9,2006,135038,3450,0,0,131588
